Unit MaStR Number,Postal Code,Longitude,Latitude,Gross Power (kW),Net Rated Power (kW),Generation MaStR Number,Name of Wind Farm,Location,Hub Height (m),Rotor Diameter (m),EEG MaStR Number,Date of Final Decommissioning,North Sea Cluster,Baltic Sea Cluster
SEE905779622104,38275,10.304766,52.065777,2000,2000,SGE958786152218,Windpark Baddeckenstedt,888,83,82,EEG956304020513,,,
SEE921352448596,49843,6.888839,52.549086,3050,3050,SGE976870291650,WP-Wilsum,888,135,115,EEG955748573111,,,
SEE917651823332,73450,10.365908,48.794945,2780,2780,SGE940154624748,Windpark Ohmenheim Sommerhof GmbH ??? Co. KG,888,139,120,EEG966012948320,,,
SEE923734999696,16928,12.196111,53.215556,600,600,,Windenergieanlage Falkenhagen,888,74,46,EEG959577065496,,,
SEE977809384337,29690,9.690624,52.654352,3300,3300,SGE954834592128,Windpark Buchholz III,888,137,126,EEG959664322174,,,
SEE901945620967,29690,9.699553,52.652484,3300,3300,SGE939680385292,Windpark Buchholz III,888,137,126,EEG900648124901,,,
SEE981433160199,29690,9.714338,52.650831,3300,3300,SGE934437210049,Windpark Buchholz III,888,137,126,EEG986216082538,,,
SEE934495700025,29690,9.71736,52.645841,3300,3300,SGE964164470249,Windpark Buchholz III,888,137,126,EEG967802966074,,,
SEE934741856063,39171,11.434722,51.984722,1500,1500,,Etgersleben,888,61.5,77,EEG941681876099,,,
SEE944748508285,14959,13.277939,52.195299,2000,2000,SGE967794673141,Windpark Christinendorf_III,888,105,90,EEG985406222877,,,
SEE952194603874,39171,11.456389,51.986667,2000,2000,,Etgersleben,888,95,80,EEG904409671697,,,
SEE961558578994,14959,13.293861,52.208879,2000,2000,SGE977704061838,Windpark Christinendorf_III,888,105,90,EEG968727391163,,,
SEE903337906222,14959,13.29816,52.205214,2000,2000,SGE999861221931,Windpark Christinendorf_III,888,105,90,EEG971348983921,,,
SEE910518186564,39171,11.441667,51.986389,1500,1500,,Etgersleben,888,61.5,77,EEG958907987385,,,
SEE930574953108,39171,11.446111,51.987778,1500,1500,,Etgersleben,888,85,77,EEG958131049743,,,
SEE942775297516,74579,10.195375,49.095037,3300,3300,SGE960016848617,Windpark Fichtenau,888,149,126,EEG938971389834,,,
SEE949632821280,39171,11.453056,51.987778,1500,1500,,Etgersleben,888,85,77,EEG985605225808,,,
SEE973239971376,39171,11.446111,51.987778,1500,1500,,Etgersleben,888,65,70,EEG990977880517,,,
SEE972152321589,64658,8.85859,49.65473,3300,3300,SGE942959400282,Windpark F??rth,888,134,131,EEG982816311771,,,
SEE928917683201,64658,8.85763,49.65131,3300,3300,SGE979316655832,Windpark F??rth,888,134,131,EEG915790039256,,,
SEE902494567673,64658,8.8479,49.64763,3300,3300,SGE960759438106,Windpark F??rth,888,134,131,EEG968330661547,,,
SEE919201888563,64689,8.85564,49.64814,3300,3300,SGE966019593103,Windpark F??rth,888,134,131,EEG977298036847,,,
SEE992896464717,64689,8.85568,49.64452,3300,3300,SGE922638387684,Windpark F??rth,888,134,131,EEG921541110761,,,
SEE927487995127,59469,8.006889,51.505994,600,600,,Twiedsheide,888,50,43,EEG946611679801,,,
SEE972402710521,16818,12.702917,52.904666,1500,1500,SGE928333022561,Windpark Temnitz,888,61.4,77,EEG954952056366,,,
SEE941198947749,16818,12.702748,52.907974,1500,1500,SGE928333022561,Windpark Temnitz,888,61.4,77,EEG966706102304,,,
SEE999527060614,16818,12.710789,52.906138,1500,1500,SGE928333022561,Windpark Temnitz,888,61.4,77,EEG910507416740,,,
SEE903474296729,79686,7.915905,47.675669,3300,3300,SGE992761620132,Windpark Hasel,888,149,126,EEG961837943185,,,
SEE986072327774,79686,7.915959,47.678871,3300,3300,SGE910539516807,Windpark Hasel,888,149,126,EEG927046885548,,,
SEE982019287729,79686,7.914471,47.681879,3300,3300,SGE905760106460,Windpark Hasel,888,149,126,EEG972796279925,,,
SEE915001072218,6901,12.685553,51.780724,2000,2000,SGE929472716052,Windpark Kemberg_II,888,105,90,EEG956995568714,,,
SEE969914423551,59929,8.69042,51.449482,800,800,SGE963156184300,Windpark Brilon,888,76,48,EEG921762392687,,,
SEE960409305949,6901,12.688956,51.772992,2000,2000,SGE973049951995,Windpark Kemberg_II,888,105,90,EEG903905180252,,,
SEE969480936554,6905,12.692241,51.770825,2000,2000,SGE983330587949,Windpark Kemberg_II,888,105,90,EEG978392579568,,,
SEE997519331964,6901,12.725776,51.767917,2000,2000,SGE943966935798,Windpark Kemberg_II,888,105,90,EEG972277285483,,,
SEE913447612449,6901,12.730842,51.76678,2000,2000,SGE976957013564,Windpark Kemberg_II,888,105,90,EEG961227473124,,,
SEE948631332988,6901,12.72578,51.7718,2000,2000,SGE927369223348,Windpark Kemberg_II,888,105,90,EEG919595548494,,,
SEE985072174524,74595,9.871738,49.277682,3300,3300,SGE959007890650,Windpark Langenburg_A,888,137,126,EEG968094013002,,,
SEE985709797942,87654,10.521083,47.855227,800,800,,WEA Salenwang,888,76,48,EEG990776815321,,,
SEE923374425418,74595,9.863659,49.276639,3300,3300,SGE913887590635,Windpark Langenburg_A,888,137,126,EEG999372531673,,,
SEE910829114782,74595,9.867568,49.27123,3450,3450,SGE938283067307,Windpark Langenburg_A,888,117,126,EEG989223528426,,,
SEE938564060423,74595,9.877268,49.273108,3300,3300,SGE956546858462,Windpark Langenburg_A,888,137,126,EEG967913316096,,,
SEE993234399883,24994,9.149708,54.851974,3200,3200,SGE920912745892,Weesbydamm,888,93,114,EEG907411596286,,,
SEE978777062340,74595,9.880342,49.288469,3450,3450,SGE948404450826,Windpark Langenburg_A,888,117,126,EEG909712217143,,,
SEE972783077329,74595,9.8814,49.285275,3300,3300,SGE933782901398,Windpark Langenburg_A,888,137,126,EEG953961537200,,,
SEE982091332980,24994,9.152804,54.847299,3200,3200,SGE938456062177,Weesbydamm,888,93,114,EEG991635405431,,,
SEE903673278557,74595,9.8804,49.281779,3300,3300,SGE982153585224,Windpark Langenburg_A,888,137,126,EEG924024783759,,,
SEE932519928677,74572,9.888357,49.281294,3300,3300,SGE980227652209,Windpark Langenburg_A,888,137,126,EEG926565438457,,,
SEE989408678656,74572,9.892532,49.277957,3300,3300,SGE936503200800,Windpark Langenburg_A,888,137,126,EEG991487096658,,,
SEE906660234321,74595,9.88148,49.278432,3300,3300,SGE998032717587,Windpark Langenburg_A,888,137,126,EEG956677520221,,,
SEE905467261721,74595,9.889156,49.272104,3450,3450,SGE912985843582,Windpark Langenburg_A,888,117,126,EEG912319506411,,,
SEE976915203037,59929,8.6899,51.451961,2000,2000,SGE915560459628,Windpark Brilon,888,98,82,EEG910084303877,,,
SEE980093841141,59929,8.708149,51.452986,2000,2000,SGE916817363972,Windpark Brilon,888,98,82,EEG959659584969,,,
SEE966685817244,59929,8.70208,51.450519,2000,2000,SGE998081012572,Windpark Brilon,888,98,82,EEG968236460749,,,
SEE913212007524,59929,8.69773,51.449177,2000,2000,SGE942375257682,Windpark Brilon,888,98,82,EEG950800168298,,,
SEE983544587094,74582,9.94002,49.264673,800,800,,Windkraft,888,70,50,EEG933625316310,,,
SEE959553863528,59609,8.25471,51.5228,1500,1500,SGE947662443991,Altenmellrich-Anr??chte,888,64.7,70.5,EEG986160421346,,,
SEE914989223735,24405,9.72675,54.68705,600,600,,WP Mohrkirch,888,50,43,EEG902697662946,,,
SEE989783292126,24395,9.87348,54.73625,600,600,,WP Lehbek,888,50,43,EEG962251115998,,,
SEE923694261628,33142,8.529145,51.565454,600,600,SGE961034443624,Windpark Heideweg Alt,888,58,44,EEG921211711328,1/6/2020,,
SEE958392703859,33142,8.528926,51.567178,600,600,SGE914486976424,Windpark Heideweg Alt,888,65,44,EEG951793259109,1/6/2020,,
SEE901292284874,74595,9.893746,49.274638,3300,3300,SGE909876164697,Windpark Langenburg_A,888,137,126,EEG942218807470,,,
SEE920215789630,16816,12.734373,52.920567,2000,2000,SGE958041097766,Windpark Neuruppin,888,105,90,EEG935312183519,,,
SEE948598934744,16816,12.729825,52.91364,2000,2000,SGE934475071954,Windpark Neuruppin,888,105,90,EEG971029734255,,,
SEE943000862837,16816,12.74246,52.918809,2000,2000,SGE962715439981,Windpark Neuruppin,888,105,90,EEG936463517291,,,
SEE921263885664,16816,12.73766,52.911902,2000,2000,SGE971925115097,Windpark Neuruppin,888,105,90,EEG938756598239,,,
SEE971519091721,16816,12.745319,52.916437,2000,2000,SGE911744650607,Windpark Neuruppin,888,105,90,EEG923297083986,,,
SEE970193565450,89555,,,1.7,1.7,,,888,10,3.5,EEG941216044603,,,
SEE909236815061,16816,12.74303,52.913882,2000,2000,SGE965731125937,Windpark Neuruppin,888,105,90,EEG951365723465,,,
SEE925803448302,16816,12.745787,52.9108,2000,2000,SGE943375753440,Windpark Neuruppin,888,105,90,EEG962163267853,,,
SEE912371101784,16816,12.742977,52.907322,2000,2000,SGE935522135520,Windpark Neuruppin,888,105,90,EEG923216834750,,,
SEE910374093327,66606,7.199786,49.44292,2400,2400,SGE909829484551,Windpark Niederlinxweiler,888,140.6,116.8,EEG964741119110,,,
SEE958726254866,32805,8.934308,51.817376,3000,3000,SGE947251849098,M??nkeberg - Veldrom,888,149,115.71,EEG964688116722,,,
SEE993326569569,66606,7.204395,49.441371,2400,2400,SGE988721141809,Windpark Niederlinxweiler,888,140.6,116.8,EEG944538997572,,,
SEE906413119110,15236,14.369032,52.353527,2000,2000,SGE948566200772,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG974787161967,,,
SEE998911364383,49179,8.221111,52.405556,1500,1500,SGE961375476497,Windpark Ostercappeln,888,114.5,70,EEG976468342184,,,
SEE986511494630,26802,7.407676,53.310345,1800,1800,,Windpark Memgaste - Neermoor,888,65,70,EEG972443517530,,,
SEE935795312161,49179,8.231389,52.407222,1500,1500,SGE950945966186,Windpark Ostercappeln,888,114.5,70,EEG963822342300,,,
SEE904762549657,15236,14.363059,52.366666,2000,2000,SGE948566200772,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG938977454383,,,
SEE973778692541,49179,8.230556,52.410278,1500,1500,SGE994204888062,Windpark Ostercappeln,888,114.5,70,EEG990632182116,,,
SEE984881674676,15236,14.363887,52.362157,2000,2000,SGE948566200772,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG976489205772,,,
SEE919766239817,49179,8.227222,52.411111,1500,1500,SGE900310800089,Windpark Ostercappeln,888,114.5,70,EEG928068810945,,,
SEE924910826478,55234,8.106987,49.689498,1800,1800,SGE951491017612,WP Flomborn,888,60,70,EEG977434224268,,,
SEE953297484940,49179,8.224444,52.412222,1500,1500,SGE972439141671,Windpark Ostercappeln,888,114.5,70,EEG922938549478,,,
SEE934452263983,25795,9.040463,54.256137,3300,3300,SGE972611530507,BWP Stelle-Wittenwurth,888,119,112,EEG940591067795,,,
SEE920495531066,15236,14.36228,52.359505,2000,2000,SGE948566200772,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG973239851449,,,
SEE992786003415,49179,8.223611,52.414722,1500,1500,SGE900798989764,Windpark Ostercappeln,888,114.5,70,EEG933729577945,,,
SEE918590553342,49179,8.22,52.415833,1500,1500,SGE929905487740,Windpark Ostercappeln,888,114.5,70,EEG910181278337,,,
SEE958260676346,67737,7.656802,49.552833,1800,1800,SGE913262495081,WP Olsbr??cken,888,65,66,EEG932581163631,,,
SEE909437696889,15236,14.361246,52.35691,2000,2000,SGE948566200772,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG948955576020,,,
SEE993611863778,49179,8.233056,52.412222,1500,1500,SGE922994399437,Windpark Ostercappeln,888,114.5,70,EEG982320132046,,,
SEE945438070273,25795,9.041381,54.253054,3300,3300,SGE933999918905,BWP Stelle-Wittenwurth,888,119,112,EEG938499643302,,,
SEE960719734279,67737,7.65823,49.556707,1800,1800,SGE975298446284,WP Olsbr??cken,888,65,66,EEG996402823159,,,
SEE910389360131,49179,8.231667,52.414444,1500,1500,SGE956804011875,Windpark Ostercappeln,888,114.5,70,EEG960066105609,,,
SEE942501916025,49179,8.231944,52.416944,1500,1500,SGE916912112857,Windpark Ostercappeln,888,114.5,70,EEG951384471231,,,
SEE989661815096,25795,9.04646,54.252432,3300,3300,SGE944160687780,BWP Stelle-Wittenwurth,888,119,112,EEG990481053315,,,
SEE907384039353,15236,14.377569,52.355217,2000,2000,SGE960006299580,MLK Windpark Jacobsdorf Nr. 54 GmbH ??? Co. KG,888,105,90,EEG969240338758,,,
SEE925910295417,49179,8.237222,52.414167,1500,1500,SGE934441269866,Windpark Osterklappen,888,114.5,70,EEG962867217215,,,
SEE955035134094,25795,9.044047,54.249449,3300,3300,SGE930908486869,BWP Stelle-Wittenwurth,888,119,112,EEG992770544764,,,
SEE952269942839,49179,8.2275,52.414167,1500,1500,SGE957965676699,Windpark Ostercappeln,888,114.5,70,EEG989288025632,,,
SEE917692376897,2699,14.293899,51.239132,2000,2000,SGE959417146453,Windpark Puschwitz,888,78,80,EEG905672475890,,,
SEE955915349372,86869,,,10,10,,,888,,4.7,EEG946519774301,,,
SEE976820044282,25795,9.048128,54.247632,3300,3300,SGE989878816411,BWP Stelle-Wittenwurth,888,119,112,EEG988466596582,,,
SEE983465063530,66989,7.616378,49.303426,2000,2000,SGE905463927959,WP H??hein??d,888,113.5,71,EEG920185756595,,,
SEE930483019773,15926,13.737038,51.899688,2350,2350,SGE980412986010,Duben,888,138,92,EEG921442003438,,,
SEE941134646972,25795,9.04524,54.244946,3300,3300,SGE992928806300,BWP Stelle-Wittenwurth,888,119,112,EEG999368117263,,,
SEE998499403153,15926,13.738328,51.903982,2350,2350,SGE980412986010,Duben,888,138,92,EEG983778874038,,,
SEE923952063322,89520,10.325506,48.697362,2400,2400,,Z??schingen,888,120,117,EEG943528747128,,,
SEE916966652583,15926,13.738788,51.897423,2350,2350,SGE980412986010,Duben,888,138,92,EEG924843603122,,,
SEE965388548103,4617,12.38419,51.031148,1500,1500,SGE962517913702,Windpark Rositz,888,65,70,EEG958984760642,,,
SEE944183422733,15926,13.741244,51.894841,2350,2350,SGE980412986010,Duben,888,138,92,EEG964570519525,,,
SEE925706091858,15926,13.739892,51.906652,2350,2350,SGE980412986010,Duben,888,138,92,EEG977374836392,,,
SEE964592383579,15926,13.743606,51.904443,2350,2350,SGE980412986010,Duben,888,138,92,EEG933277310117,,,
SEE939264177893,4617,12.383603,51.026991,1500,1500,SGE996757684443,Windpark Rositz,888,65,70,EEG961339752308,,,
SEE933871383456,4617,12.381054,51.029056,1500,1500,SGE950272760532,Windpark Rositz,888,65,70,EEG974594302386,,,
SEE924972561126,15926,13.744464,51.908597,2350,2350,SGE980412986010,Duben,888,138,92,EEG904058187440,,,
SEE955647520162,4617,12.400914,51.023615,1500,1500,SGE921786190979,Windpark Rositz,888,65,70,EEG935688143988,,,
SEE956673378857,6449,11.495944,51.79772,2300,2300,SGE987475588168,Windpark Blaue Warthe III GmbH ???Co. Betriebs-KG,888,113.5,71,EEG934632362826,,,
SEE998073576310,4617,12.396005,51.026527,1500,1500,SGE942002771444,Windpark Rositz,888,65,70,EEG940406477078,,,
SEE913625700371,4617,12.387321,51.02737,1500,1500,SGE911127630417,Windpark Rositz,888,65,70,EEG970772558002,,,
SEE944186800156,4617,12.391523,51.026617,1500,1500,SGE941931866115,Windpark Rositz,888,65,70,EEG939327519639,,,
SEE986870320830,99735,10.808448,51.420848,3500,3500,SGE993845914505,Nentzelsrode,888,131,138,EEG951833140664,,,
SEE914049691504,33142,8.526052,51.566884,500,500,SGE970522517297,Windpark Heideweg Alt,888,65,40,EEG916688194941,1/6/2020,,
SEE941101493721,4617,12.400218,51.026198,1500,1500,SGE950013364562,Windpark Rositz,888,65,70,EEG949818010415,,,
SEE901813253631,4617,12.395186,51.023893,1500,1500,SGE919119299888,Windpark Rositz,888,65,70,EEG901731404566,,,
SEE923066732527,48356,7.517021,52.077825,300,300,,Reckfort,888,50,33,EEG900516686531,,,
SEE923857121035,6449,11.510196,51.800481,2350,2350,SGE980223121167,Windpark Blaue Warthe IV GmbH ??? Co. Betriebs KG,888,138.38,92,EEG937559536783,,,
SEE948804432675,49406,8.578752,52.698402,2300,2300,SGE916457064895,Landvolk GmbH ??? Co. Windpark Barnstorf KG I,888,108,82,EEG914063027358,,,
SEE957173605238,48356,7.517021,52.077825,80,80,,Reckfort,888,40,21,EEG910289044506,,,
SEE917462738504,74585,10.12672,49.302292,3300,3300,SGE928129811164,Windpark Rot am See,888,137,126,EEG932865546167,,,
SEE964809885155,26345,,,10,10,,,888,12,10,EEG977403510170,,,
SEE914060640444,49762,7.359526,52.910191,4200,4200,SGE956478922064,Windpark Renkenberge-Nord GmbH ??? Co. KG,888,159,141,EEG932744886100,,,
SEE951860731361,6449,11.486848,51.802449,2350,2350,SGE980223121167,Windpark Blaue Warthe IV GmbH ??? Co. Betriebs KG,888,138.38,92,EEG923197667187,,,
SEE964437620227,26169,7.53396,53.0101,80,80,,Josef M??nzebrock,888,,20,EEG953106675972,,,
SEE921744184453,74585,10.134626,49.307645,3300,3300,SGE946760310990,Windpark Rot am See,888,137,126,EEG909780663132,,,
SEE944322330493,74585,10.129674,49.307002,3300,3300,SGE963302656422,Windpark Rot am See,888,137,126,EEG991555234623,,,
SEE931237252354,4936,13.499853,51.727873,2000,2000,,Spreewind Pro??marke,888,98,82,EEG994088816823,,,
SEE910354021791,49762,7.352593,52.90629,4200,4200,SGE956478922064,Windpark Renkenberge-Nord GmbH ??? Co. KG,888,159,126,EEG902060858785,,,
SEE995180288686,72296,8.558619,48.404114,2000,2000,SGE913061902223,Windpark Schopfloch,888,138,82,EEG921210619274,,,
SEE959127822098,49762,7.35887,52.90626,4200,4200,SGE956478922064,Windpark Renkenberge-Nord GmbH ??? Co. KG,888,159,126,EEG929641120796,,,
SEE960975784001,49406,8.57222,52.702003,2300,2300,SGE938798277710,Landvolk GmbH ??? Co. Windpark Barnstorf KG II,888,108,82,EEG998457878771,,,
SEE984726628765,89547,10.06667,48.68333,2000,2000,,,888,120,82,EEG941481266960,,,
SEE941153198360,89547,10.06667,48.68333,2000,2000,,Steinheim,888,98,82,EEG976889611289,,,
SEE978219961934,49406,8.566646,52.702434,2300,2300,SGE929826127046,Landvolk GmbH ??? Co. Windpark Barnstorf KG III,888,108,82,EEG953096768951,,,
SEE912740409206,97268,9.505449,49.401882,600,600,SGE963205372139,Rosenberg GbR,888,78,44,EEG949473607685,,,
SEE922407350390,87634,10.46516,47.84236,500,500,SGE995918819311,Windkraftanlage Nr. 1,888,65,40.3,EEG963199091351,,,
SEE908462950225,21357,10.340628,53.308028,2780,2780,,BWP Bardowick,888,,120,EEG952709053132,,,
SEE956813290810,97900,9.492681,49.679188,600,600,SGE935501642520,Rei??berg GbR,888,78,44,EEG909239811312,,,
SEE993353885731,29593,10.427019,52.98596,2000,2000,SGE981307876485,Windpark Schwienau_II,888,100,80,EEG975685022206,,,
SEE953481835671,29593,10.405292,52.985482,2000,2000,SGE959922249670,Windpark Schwienau_II,888,100,80,EEG968011135053,,,
SEE981066469430,29593,10.408402,52.98771,2000,2000,SGE955975241791,Windpark Schwienau_II,888,100,80,EEG931010329969,,,
SEE997122264154,52445,6.481929,50.978316,2050,2050,SGE960901531952,WP R??dingen,888,100,92,EEG930599343656,,,
SEE980908136615,29593,10.418877,52.987433,2000,2000,SGE931819920916,Windpark Schwienau_II,888,100,80,EEG944686528048,,,
SEE916989185044,15236,14.360402,52.347205,2000,2000,SGE997335243755,MLK Windpark Pillgram Nr. 52 GmbH ??? Co. KG,888,125,90,EEG967580709559,,,
SEE953267462404,29593,10.414184,52.985997,2000,2000,SGE910685370711,Windpark Schwienau_II,888,100,80,EEG959559574299,,,
SEE954311628685,15236,14.380171,52.32032,2000,2000,SGE937210215187,MLK Windpark Pillgram Nr. 52 GmbH ??? Co. KG,888,125,90,EEG961174083773,,,
SEE913991088967,52445,6.488088,50.979063,2050,2050,SGE960901531952,Windpark R??dingen,888,100,92,EEG939796226243,,,
SEE974318580007,52445,6.490731,50.973147,2050,2050,SGE960901531952,WP R??dingen,888,100,92,EEG933129634248,,,
SEE918769935313,52445,6.475806,50.976903,2050,2050,SGE960901531952,WP R??dingen,888,100,92,EEG919429017578,,,
SEE935533163857,52134,6.140985,50.891575,2000,2000,SGE993443306856,WP Herzogenrath,888,100,92,EEG987500872040,,,
SEE957721204708,52134,6.140612,50.895,2000,2000,SGE993443306856,WP Herzogenrath,888,100,92,EEG946002359572,,,
SEE912334050050,33142,8.532467,51.568464,500,500,SGE998855623645,"Steinhausen, Heideweg",888,65,40,EEG944026536092,1/6/2020,,
SEE994843251784,72589,9.629662,48.53592,1500,1500,,WEA Westerheim 2,888,65,70,EEG986725810394,,,
SEE969176583802,25704,,,6,6,,Wespe,888,15.5,5,EEG908460910993,,,
SEE939574590702,35796,8.308663,50.402326,2000,2000,SGE902178433492,Windpark Blessenbach,888,105,90,EEG983184396018,,,
SEE995672159876,35796,8.308128,50.399269,2000,2000,SGE902178433492,Windpark Blessenbach,888,105,90,EEG943062739788,,,
SEE904382126559,35796,8.313498,50.400021,2000,2000,SGE902178433492,Windpark Blessenbach,888,105,90,EEG909027823800,,,
SEE910786588381,52072,6.023665,50.805311,1500,1500,,Power Tower I,888,64.7,70.5,EEG975504181411,,,
SEE971113828631,73650,9.466539,48.778383,3300,3300,SGE937098587659,Windpark Winterbach,888,164,131,EEG956908244841,,,
SEE955161416668,73650,9.471622,48.775839,3300,3300,SGE995082040467,Windpark Winterbach,888,164,131,EEG997555104249,,,
SEE962159488507,73650,9.475678,48.771828,3300,3300,SGE964100857561,Windpark Winterbach,888,164,131,EEG982310847431,,,
SEE928341469150,86643,10.9845,48.790836,2000,2000,SGE974390320911,Windpark Ammerfeld 1,888,138,82,EEG977305173510,,,
SEE971557472971,31595,9.063689,52.557606,800,800,SGE936790013312,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,73,53,EEG937094468761,,,
SEE976535038392,16321,13.594628,52.716817,600,600,,Spreewind Ladeburg,888,78,44,EEG912635608745,,,
SEE928471364332,31595,9.059533,52.556008,800,800,SGE936790013312,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,73,53,EEG998692202294,,,
SEE986366731478,86643,10.990826,48.78216,80,80,,Windpark Kienberg,888,40,21,EEG988068129409,,,
SEE978674440258,49824,6.89408,52.535617,1800,1800,SGE937086439830,G??-Wi,888,98,66,EEG965954720223,,,
SEE955654373669,24217,10.337217,54.367231,1500,1500,,Windpark Fiefbergen,888,65,70.5,EEG900850291804,,,
SEE972809787065,31592,9.044464,52.553419,1500,1500,SGE903220112556,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,67,66,EEG960494860002,,,
SEE911068480485,16866,12.102832,53.007347,2000,2000,SGE946184281234,Gro?? Welle,888,105,90,EEG963150919168,,,
SEE969083493348,31592,9.048149,52.553249,1500,1500,SGE903220112556,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,67,66,EEG996710850267,,,
SEE938192825067,31592,9.050814,52.551862,1500,1500,SGE903220112556,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,67,66,EEG922936306455,,,
SEE976943064983,31595,9.048672,52.570132,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG926073478822,,,
SEE982413327366,16259,14.153736,52.799384,600,600,,Windpark Neuk??strinchen,888,60,46,EEG901223853094,,,
SEE952253614186,16845,12.363011,52.894634,1800,1800,SGE916125402165,Windpark Zernitz,888,65,70,EEG910232103663,,,
SEE963138629591,16845,12.367626,52.899221,1800,1800,SGE926745016598,Windpark Zernitz,888,65,70,EEG978666991034,,,
SEE908431676507,31595,9.050912,52.568518,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG947798287810,,,
SEE941681472246,16845,12.3687,52.896198,1800,1800,SGE968963152337,Windpark Zernitz,888,65,70,EEG919587567625,,,
SEE953683519584,16845,12.368823,52.893142,1800,1800,SGE970772833550,Windpark Zernitz,888,65,70,EEG960784459466,,,
SEE954744767906,31595,9.059242,52.56635,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG959963590144,,,
SEE956756731319,16845,12.377274,52.899613,1800,1800,SGE949223478558,Windpark Zernitz,888,65,70,EEG978826125897,,,
SEE966843116233,39517,11.810212,52.403608,2000,2000,,Mahlwinkel-Nord,888,108,82,EEG975023987761,,,
SEE909403134834,16845,12.376728,52.89664,1800,1800,SGE991968624080,Windpark Zernitz,888,65,70,EEG940465531124,,,
SEE994505915931,31595,9.053545,52.567227,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG987945084497,,,
SEE926817828678,16845,12.378538,52.892887,1800,1800,SGE995534775893,Windpark Zernitz,888,65,70,EEG934085388275,,,
SEE964156380198,26969,,,15,15,,,888,15,12,EEG929322016257,,,
SEE967748558333,16845,12.378882,52.889786,1800,1800,SGE928630086204,Windpark Zernitz,888,65,70,EEG969984999628,,,
SEE960961501841,31595,9.048778,52.566367,1800,1800,SGE979026671276,ENERCON Windpark GmbH ??? Co. Frische Brise I KG,888,65,70,EEG933902897785,,,
SEE990313194353,91799,10.930054,48.906338,2339,2339,SGE947018189726,Windpark Langenaltheim,888,138,82,EEG925570717595,,,
SEE953172075874,91799,10.925525,48.908894,3050,3050,SGE968961996926,Windpark Langenaltheim,888,135,101,EEG914059450764,,,
SEE971931981570,87496,10.39298,47.81166,600,600,SGE986527796582,Windkraft Nord,888,65,43.7,EEG916616977806,,,
SEE946984728120,16866,12.102832,53.007347,2000,2000,SGE901209154627,Gro?? Welle,888,105,90,EEG955861709039,,,
SEE970939410273,33165,8.792038,51.620118,600,600,SGE932425515794,WP Altenautal WKA26,888,60,46,EEG946036528029,3/27/2023,,
SEE916041255784,87496,10.39233,47.81051,600,600,SGE986527796582,Windkraft S??d,888,65,43.7,EEG903610569250,,,
SEE995944881528,16866,12.103601,53.011427,2000,2000,SGE946184281234,Gro?? Welle,888,105,90,EEG963403987081,,,
SEE999371536051,21357,10.344044,53.30505,2780,2780,,B??rgerwindpark Bardowick,888,139,120,EEG915776301940,,,
SEE991868210970,29356,10.239139,52.513861,600,600,,Windpark Br??ckel,888,78,44,EEG925537993222,,,
SEE984407372499,16866,12.103601,53.010822,2000,2000,SGE946184281234,Gro?? Welle,888,105,90,EEG946038270896,,,
SEE943179689259,16866,12.103197,53.002789,2000,2000,SGE901209154627,Gro?? Welle,888,105,90,EEG905127004149,,,
SEE989564227620,16866,12.102338,52.998708,2000,2000,SGE901209154627,Gro?? Welle,888,105,90,EEG969227209026,,,
SEE966042112401,16866,12.102338,52.998708,2000,2000,SGE901209154627,Gro?? Welle,888,105,90,EEG984787195619,,,
SEE966093904956,16866,12.101351,52.994614,2000,2000,SGE912489650488,Gro?? Welle,888,105,90,EEG901960219740,,,
SEE987631538228,25709,9.042139,53.941988,3000,3000,SGE902871890318,BWP DFS,888,92,116,EEG995889736679,,,
SEE951862832738,91790,11.065172,49.045101,2000,2000,SGE944020519886,Windpark Indernbuch,888,98,71,EEG953500651459,,,
SEE912462643605,91790,11.065805,49.047111,2000,2000,SGE944020519886,Windpark Indernbuch,888,98,71,EEG973310729551,,,
SEE923167005469,35080,8.49886,50.810697,3050,3050,SGE916376452711,Windpark Hilsberg,888,135.4,101,EEG928172202148,,,
SEE974930701521,67819,7.901341,49.677834,1800,1800,SGE998133891001,Schneebergerhof,888,98,70,EEG956398960023,6/7/2021,,
